artists,x0,x1,play_count
Jimi Hendrix,7.416405,12.798478,106
Jimmie Lunceford,2.768558,12.894966,25
Jimmie Lunceford & His Orchestra,2.895234,12.243803,13
Jimmie Rodgers,7.751359,7.943855,31
Jimmy Bryant Speedy West,4.720268,12.861747,4
Jimmy Buffett,8.600411,8.289949,159
Jimmy Cliff,10.789776,8.10029,28
Jimmy Dean,7.9098034,7.306192,26
Jimmy Dorsey & His Orchestra,3.2489276,6.1390395,6
Jimmy Dorsey Tommy Dorsey,2.9685698,12.390619,3
Jimmy Durante,4.6552567,8.634008,34
Jimmy Eat World,10.230164,13.00437,20
Jimmy Giuffre,0.11217979,12.65933,15
Jimmy Gonzalez Y Grupo Mazz,11.583256,11.730482,3
Jimmy Heath,7.812701,7.6337805,4
Jimmy Knepper Quintet,7.192956,7.4929247,7
Jimmy Martin Nitty Gritty Dirt Band,9.122064,6.9935656,5
Jimmy McGriff,5.045731,12.908387,4
Jimmy Reed,7.614201,7.738877,16
Jimmy Ruffin,7.6845074,6.941736,5
Jimmy Scott,4.195059,9.096769,3
Jimmy Smith,2.394224,12.243425,20
Jimmy Zambrano Jorge Celedón,11.089454,7.4003334,3
Jinsang,1.9831489,12.981614,6
Jnan Dutt,5.527782,6.8305745,3
Jo Dee Messina,10.830631,10.945939,10
Jo Stafford,3.5453465,8.288093,3
JoJo,9.937278,11.3722315,4
Joan Armatrading,6.2330394,8.943098,16
Joan Baez,4.7493467,8.418207,54
Joan Jett & The Blackhearts,11.247125,12.103376,33
Joan Manuel Serrat,7.3475857,8.352197,19
Joan Sebastian,10.1339035,7.012546,97
Joanie Sommers,5.00445,7.294711,3
Joanne Miya Johnny Green Leonard Bernstein Marni Nixon Suzie Kaye West Side Story Orchestra Yvonne Othon,6.642325,6.8037734,3
Joaquín Sabina,7.7549634,9.089972,10
Jodeci,10.201531,9.057448,19
Jodi Benson,3.3271503,7.5086017,5
Jody Watley Louil Silas Jr.,11.740486,8.314597,3
Joe,9.60597,10.249811,15
Joe Bataan,8.999471,7.984435,22
Joe Bonamassa,7.453929,12.833519,3
Joe Bushkin,1.9095291,12.867806,3
Joe Bushkin & Trio,1.35264,12.18651,4
Joe Cocker,8.57129,9.612841,55
Joe Cuba Sextet,7.7702956,7.02147,13
Joe Dassin,9.505187,8.975361,13
Joe Diffie,11.369614,10.220797,40
Joe Ely,9.5328245,9.687332,3
Joe Gastwirt The Blues Brothers,3.9088311,5.5880246,17
Joe Henderson,2.2171686,12.071255,8
Joe Hisaishi,-0.074538685,11.241599,77
Joe Jackson,11.516197,10.532767,32
Joe Maphis,5.934376,13.164886,3
Joe Mooney,4.8125896,7.8800254,12
Joe Nichols,10.100867,11.423984,12
Joe Pass,1.4151032,12.262842,13
Joe Quartz,3.1273425,11.367488,17
Joe Roland,2.306281,12.117225,12
Joe Sample,4.6841726,13.036478,7
Joe Satriani,6.474219,13.785611,24
Joe Simon,8.391899,9.39174,3
Joe Stampley Moe Bandy,9.4239025,7.872744,6
Joe Strummer The Mescaleros,9.27024,9.563209,3
Joe Veras,11.6573305,9.064086,3
Joe Walsh,8.2812395,9.284591,44
Joel Grey,6.2503524,6.4401574,6
Joey Bada$$,14.399033,9.100767,12
Joey Nash Richard Himber and his Orchestra,5.6701894,8.156355,42
Johann Sebastian Bach John Williams,-1.4165269,12.569048,5
Johann Sebastian Bach Karl Ristenpart RIAS Kammerchor RIAS Kammerorchester,3.0268636,11.840955,4
Johann Sebastian Bach Karl Ristenpart RIAS Kammerorchester Walter Hauck,3.3806489,7.4736314,3
Johann Sebastian Bach Karl Straube Thomanerchor Leipzig,0.5779711,10.250497,3
Johann Sebastian Bach Mark Bennett Monica Huggett Orchestra of the Age of Enlightenment Paul Goodwin Rachel Beckett,2.42016,13.147011,3
Johann Sebastian Bach María Luisa Anido Miguel Llobet Solés,-0.41729647,12.821719,3
Johann Sebastian Bach Monica Huggett Orchestra of the Age of Enlightenment,4.5406833,7.7276897,6
Johann Sebastian Bach Oscar Levant,-0.01030075,12.480967,5
Johann Sebastian Bach Otto Klemperer Philharmonia Orchestra,-2.327674,11.685858,3
Johann Sebastian Bach Pablo Casals Paul Baumgartner,0.97528785,12.055824,6
Johann Sebastian Bach Pablo Casals Prades Festival Orchestra,0.863707,12.099327,4
Johann Sebastian Bach Pierre Fournier,0.16094506,12.210607,36
Johann Sebastian Bach Pierre Monteux,0.16924015,10.149613,3
Johann Sebastian Bach Ralph Kirshbaum,-1.125961,12.001867,5
Johann Sebastian Bach Robert Casadesus,1.176071,12.929774,3
Johann Sebastian Bach Rudolf Serkin,-0.49762425,11.744439,7
Johann Sebastian Bach Sir Malcolm Sargent,1.5123166,11.739094,6
Johann Sebastian Bach William Kapell,-0.34204042,12.246866,26
Johann Sebastian Bach Yehudi Menuhin,3.2998855,7.435575,9
Johann Sebastian Bach Yo-Yo Ma,-0.39366186,12.573802,37
Johann Strauss II Karl Böhm Staatskapelle Dresden,-0.19516933,10.389269,3
Johannes Brahms Karl Böhm Staatskapelle Dresden,-0.30341455,10.8505535,13
Johannes Brahms London Philharmonic Orchestra,-1.9403389,10.586651,4
Johannes Brahms New York Philharmonic Sir John Barbirolli,-0.018836109,11.23904,4
Johannes Brahms Pierre Monteux,-0.42643052,10.65914,8
Johannes Brahms Wiener Philharmoniker Wilhelm Furtwängler,-0.5447555,11.006559,9
Johannes Brahms William Kapell William Primrose,3.275723,8.267476,8
John Anderson,9.318421,8.346297,28
John Barry,-1.9816597,10.721164,45
John Butler Trio,11.016253,9.663684,4
John Cafferty & the Beaver Brown Band,9.523626,10.353299,16
John Cage Maro Ajemian,-0.61578995,12.31458,13
John Cale,7.6897836,9.301173,26
John Carpenter,5.432473,13.730206,5
John Coltrane,5.8861837,8.898384,206
John Coltrane Johnny Hartman,1.5060712,10.754426,8
John Coltrane Kenny Burrell,6.1041865,8.976348,5
John Coltrane Paul Chambers,7.396264,7.871547,6
John Coltrane Paul Quinichette,6.64622,8.966526,4
John Coltrane Quartet,5.734983,9.143043,30
John Coltrane Red Garland Quintet,2.1256993,12.75131,3
John Coltrane Tadd Dameron,5.405631,9.993776,6
John Coltrane Thelonious Monk,4.4860306,8.449855,15
John Conlee,8.307768,9.37429,8
John Cooper Clarke,9.116829,10.590438,3
John Debney,-1.8408226,11.004849,4
John Denver,5.751228,8.549026,122
John Denver The Muppets,5.198686,7.42037,3
John Fahey,1.574893,11.611625,31
John Farnham,3.9188378,5.6541452,7
John Fogerty,11.979316,8.378835,4
John Frusciante,7.7575555,10.467795,4
John Gary,3.3114393,7.7020407,7
John Hartford,6.495066,7.5838184,29
John Heddle Nash Roger Quilter,4.144919,8.367947,4
John Heddle Nash Thomas Arne,4.8501806,7.470639,4
John Hiatt,10.498509,9.306848,15
John Holt,10.510299,8.505037,7
John Jacob Niles,3.4485695,8.334473,3
John Klemmer,7.215303,7.6649623,3
John Lee Hooker,6.630667,7.581504,68
John Legend,8.860262,10.983513,23
John Lennon,8.631377,9.719253,80
John Lennon The Flux Fiddlers The Plastic Ono Band,6.00933,10.13793,5
John Lennon The Plastic Ono Band,8.918913,9.62204,6
John Lewis,0.12050981,12.56336,20
John Martin Swedish House Mafia,10.552435,11.886686,3
John Martyn,4.950089,8.252838,18
John Maus,4.2716436,12.945566,5
John Mayall,3.4113555,6.029484,8
John Mayall & The Bluesbreakers,6.630504,12.32169,4
John Mayer,8.245945,10.096333,111
John McLaughlin Mahavishnu Orchestra,6.433966,14.119229,6
John Mellencamp,11.708643,10.47797,56
John Michael Montgomery,9.025834,10.599275,15
John Michael Talbot,4.3575187,9.164875,8
John Mulaney,4.4468546,3.5978622,9
John P. Kee The New Life Community Choir,10.508513,12.184321,15
John Parr,9.632211,10.841196,4
John Philip Sousa Vladimir Horowitz,1.3908682,12.422643,4
John Powell,-0.49220783,11.046294,10
John Prine,6.907864,8.301217,173
John Schneider,6.7305427,9.135331,8
John Scofield,4.134301,12.882183,3
John Sebastian,8.283961,7.544426,5
John Travolta Olivia Newton-John,10.48859,8.3705635,3
John Waite,9.707246,10.348592,4
John Williams,-1.9160668,10.984426,105
John Williams London Symphony Orchestra,-1.1889415,10.479839,110
John Williams Skywalker Symphony Orchestra,-0.47656232,10.730427,5
John Zacherle,9.011804,6.574203,3
Johnnie Ray,5.4141645,7.6307,6
Johnnie Taylor,9.128455,8.641285,40
"Johnny ""Guitar"" Watson",9.149462,10.0937805,7
Johnny & The Hurricanes Johnny Paris,4.1994805,12.962809,3
Johnny Burnette,7.435307,7.4314675,11
Johnny Burnette & The Rock 'N' Roll Trio,9.525057,6.9971943,12
Johnny Burnette The Johnny Mann Singers,7.41328,7.0911503,3
Johnny Cash,7.7475486,7.3665786,499
Johnny Cash June Carter Cash,8.901709,8.306682,29
Johnny Cash Kris Kristofferson The Highwaymen Waylon Jennings Willie Nelson,7.0938196,8.452159,17
Johnny Cash The Carter Family,6.974918,7.956347,14
Johnny Cash The Statler Brothers,3.8619058,5.762458,3
Johnny Cash Waylon Jennings,8.918425,8.362121,8
Johnny Clegg Savuka,11.773984,8.91422,4
Johnny Colon,8.385112,7.1652966,4
Johnny Cooper The Range Riders,5.264616,8.753835,6
Johnny Gill,10.218256,9.59158,16
Johnny Green Leonard Bernstein Russ Tamblyn West Side Story Orchestra,14.116714,9.348029,3
Johnny Green Leonard Bernstein West Side Story Orchestra,1.5295788,11.423371,12
Johnny Green MGM Studio Orchestra,-0.04725264,11.41623,41
Johnny Griffin,1.7458057,12.693015,4
Johnny Griffin Thelonious Monk Quartet,3.5041304,6.1014175,12
Johnny Hallyday,8.613436,9.634551,9
Johnny Hartman,4.0782924,8.352554,19
Johnny Hates Jazz,11.368496,9.630808,5
Johnny Hodges,0.7926521,12.101085,18
Johnny Hodges & His Orchestra,1.5751344,12.659709,27
Johnny Horton,8.079336,7.075246,61
Johnny Lee,8.253254,8.378906,13
Johnny Maestro The Crests,7.738423,6.823694,5
Johnny Mathis,3.4228837,8.150863,78
Johnny Mathis Percy Faith & His Orchestra,3.3388102,8.08956,7
Johnny Mercer,3.814155,6.102632,3
Johnny Mercer The Pied Pipers,6.5728765,6.7183795,5
Johnny Nash,8.91946,8.222325,7
Johnny O.,6.0307016,12.440478,4
Johnny Osbourne,10.924003,8.251341,3
Johnny Pacheco,9.703041,6.917256,7
"Johnny Pacheco Pete ""El Conde"" Rodriguez",9.317976,7.037123,8
Johnny Paycheck,8.575208,8.044831,31
Johnny Rivera,11.168745,7.1781535,3
Johnny Rivers,7.4898133,7.5832953,26
Johnny Rodriguez,6.696482,7.3111916,5
Johnny Thunders,8.7215395,12.972225,5
Johnny Tillotson,6.1417093,8.1011915,14
Johnny Winter,6.990489,12.863527,19
Johnnyswim,7.1532,9.898653,6
Joji,6.2929177,10.45144,22
Jon & Vangelis,6.0721016,12.729637,8
Jon B.,9.733229,9.824114,10
Jon Bellion,9.77044,10.035089,33
Jon Bon Jovi,9.043456,10.483978,8
Jon Brion,-0.10002719,12.5142,4
Jon Hassell,-0.74780244,10.664222,4
Jon Hopkins,-0.3182305,11.678642,3
Jon Jelmer,1.4891618,12.567969,3
Jon Langston,10.567574,12.390246,4
Jon Pardi,10.897558,11.630503,18
Jon Schmidt,0.047216102,11.109966,3
Jon Secada,10.656976,9.653521,5
Jonas Brothers,10.980466,11.832744,39
Jonathan Butler,8.026771,9.329197,3
Jonathan Coulton,9.763621,9.7592325,4
Jonathan Edwards,8.761578,8.050021,7
Jonathan Groff,7.0631843,9.945517,5
Jonathan Richman,6.3681617,6.931907,9
Jonathan Richman & The Modern Lovers,7.5333705,8.720431,6
Jonathan Richman The Modern Lovers,7.9206815,6.957133,5
"Jones-Smith, Incorporated",2.8603568,13.128478,6
Joni Mitchell,5.1774225,8.378444,114
Jonny Diaz,10.83627,12.314262,3
Jonny Lang,11.3671055,9.311531,6
Jordan Davis,10.283761,11.989347,8
Jordin Sparks,10.686024,11.845282,5
Jorge & Mateus,11.898015,10.499082,5
Jorge Ben Jor,8.780429,7.0758276,37
Jorge Dominguez y su Grupo Super Class,10.185709,8.550599,7
Jorge Drexler,8.113149,9.373334,3
Jorge Negrete,7.1114316,7.8438697,3
Jorge Valente,7.059841,7.0849347,3
Jorja Smith,5.271523,8.507854,3
Jorma Kaukonen,1.9565274,12.230566,3
"Jose Alberto ""El Canario""",8.400652,7.404924,3
Jose Gamboa Ceballos Y Su Orquesta,3.002812,13.176597,4
Jose Mari Chan,4.6529813,8.156023,7
"Jose Miguel Class - ""El Gallito de Manati"" Odilio Gonzalez Yomo Toro",8.296558,7.1759386,4
Jose Prats Sirera Julio Martinez Oyanguren,1.4189776,12.9754305,3
Josef Greindl Philharmonia Orchestra Richard Wagner Wilhelm Furtwängler,3.2275,7.458295,39
Josef Krips London Symphony Orchestra Ludwig van Beethoven,-1.1180942,11.922598,11
Josef Krips Wiener Hofmusikkapelle Wiener Philharmoniker Wolfgang Amadeus Mozart,2.8155727,8.359238,3
Joseph Kosma,3.1140213,6.277581,5
Joseph Szigeti Mieczysław Horszowski Wolfgang Amadeus Mozart,0.7698839,12.192091,11
Josh Abbott Band,8.818443,11.728687,3
Josh Gad,4.0819335,5.9568005,3
Josh Garrels,7.517268,10.410331,4
Josh Gracin,11.463497,10.527662,4
Josh Groban,4.8897934,9.311295,12
Josh Ritter,9.536639,10.958959,3
Josh Thompson,11.471558,11.1154995,5
Josh Turner,11.434676,10.689415,12
Josh Ward,9.930808,11.481181,3
Josh White,5.0152745,7.9329977,20
Joshua Radin,6.721989,9.364776,5
Josie de Guzman Peter Gallagher,3.9740412,8.453849,3
Joss Stone,10.716037,12.246728,4
José Alfredo Jimenez,6.1824985,7.7781477,101
José De Trévi Lucy Perelli Orchestre Piero Coppola Piero Coppola,3.3902194,7.4746623,5
José Feliciano,5.859875,8.403692,18
José González,2.4611664,11.910424,7
José José,5.8582816,9.2671995,62
José Luis Perales,7.6521177,9.892081,17
José Maria Napoleón,10.845893,9.67894,5
Joséphine Baker,6.4633937,6.7095366,4
Journey,9.507197,12.96229,138
Jowell & Randy,11.731144,9.998821,3
Joy Division,6.3497963,13.618294,65
Joy Williams,5.8237157,9.633659,3
Joyner Lucas,13.7413435,9.988652,15
João Donato,7.6385283,8.254436,10
João Gilberto,1.6519196,11.93985,8
João Gilberto Stan Getz,3.3163652,6.1001344,12
Jr. Walker & The All Stars,11.103635,9.097442,23
Juan Arvizu Margarita Cueto,6.471016,7.042278,14
Juan Carlos Alvarado,7.443426,11.071581,4
Juan D'Arienzo,2.8421922,12.241118,21
Juan Gabriel,7.984312,8.062924,108
Juan Gabriel Rocío Dúrcal,6.8729553,8.276682,9
Juan Luis Guerra 4.40,10.843494,7.26512,9
Juan Magán,11.988964,9.628092,3
Juan Valentin,6.7539225,7.955924,4
Juanes,11.703326,9.382495,15
Judah & the Lion,8.257163,11.794736,4
Judas Priest,9.890958,13.541983,123
Judee Sill,4.345293,8.57762,12
Judy Collins,4.345746,8.721892,30
Judy Garland,3.4769962,7.9427624,139
Judy Garland Liza Minnelli,3.7964113,5.7982793,3
Judy Garland MGM Studio Chorus,5.715045,7.236866,3
Judy Garland Ray Bolger,7.292456,7.009271,4
Judy Holliday,4.750045,8.092566,3
Judy Kuhn,3.4363954,8.2748165,7
Juice Newton,7.787263,9.723833,11
Juice WRLD,10.188197,11.328129,39
Juilliard String Quartet Wolfgang Amadeus Mozart,-0.08462052,11.871112,24
Jukebox The Ghost,11.230766,7.2763844,4
Jule Styne,4.593555,7.5521274,3
Julee Cruise,-0.5996615,10.863248,12
Jules Massenet Pierre Dervaux Richard Tucker,3.2123127,7.7476144,3
Julia Lee & Her Boyfriends,6.6975393,6.1536074,5
Julia Michaels,8.389542,10.6000395,5
Julian Cope,7.0013914,13.227142,4
Julie Andrews,4.5714498,8.413526,16
Julie Fowlis,8.144899,11.815581,3
Julie London,4.564761,8.958111,159
Julien Clerc,7.49852,10.861031,4
Julieta Venegas,10.27685,10.170094,5
Julio Chaidez,10.184482,7.325868,4
Julio Iglesias,6.6839614,8.864929,63
Julio Jaramillo,6.3413105,6.589607,7
Julio Preciado Y Su Banda Perla Del Pacifico,10.193225,7.3444805,10
Julissa,6.1694155,9.806075,3
Julius Aston,-2.0176637,12.132171,3
Julius LaRosa,2.9986372,8.380936,5
June Carter Cash,7.4125824,7.398884,18
June Christy,4.728837,9.074891,27
June Christy Stan Kenton,3.3384612,8.386891,7
Jungle Brothers,13.381818,9.099749,7
Junior Brown,9.008041,7.2215257,4
Junior H,9.870225,9.951483,8
Junior Kimbrough,3.4893935,12.828194,4
Junior Klan,11.809203,8.786002,6
Junior M.A.F.I.A.,14.181411,9.010078,3
Junior Mance,1.8604751,12.896241,3
Junior Murvin,10.993929,8.066915,3
Junior Wells,8.79698,6.9264054,17
Junko Ohashi,11.51909,10.125242,3
Jurassic 5,14.384799,8.618353,8
Justice,6.67291,13.732284,7
Justin Bieber,9.803387,10.228823,43
Justin Moore,11.159964,11.794107,22
Justin Timberlake,10.734587,10.209324,30
Justin Timberlake Madonna Timbaland,11.97418,9.826524,3
Justin Timberlake T.I.,14.604674,8.558078,3
Justin Timberlake Timbaland,11.878412,8.17403,3
Justin Townes Earle,10.411632,12.120717,3
Juthika Roy,0.82674974,12.195022,14
Jutta Hipp,3.0081909,12.608644,5
Jutta Hipp Quintet,1.2420636,12.921877,3
Jutta Hipp Zoot Sims,7.054158,7.739633,8
Juvenile,12.671614,9.066323,8
Juvenile Lil Wayne Mannie Fresh,13.48217,10.3171835,4
Jyoti Surendra,1.7353356,12.200519,3
Jyotsna Bhole,1.3139235,12.749161,7
K CAMP,10.138594,9.060663,8
K Dutta,3.6349497,6.151903,3
K Mullick,0.61411667,11.933937,20
K'NAAN,11.018749,10.225003,4
K-Ci & JoJo,10.153845,11.296992,9
K-Paz De La Sierra,11.868611,9.059321,11
K. B. Sundarambal,2.943893,12.66185,3
K. C. Goel,5.72306,6.3048797,3
K. L. Saigal,0.54251295,11.92348,10
K. Michelle,8.398753,11.313185,3
K.C. Douglas,2.7054052,11.402152,5
K.C.Dey,0.7888454,11.868972,73
K.Flay,9.24356,11.245182,4
K.R.Ramasamy,3.796315,5.840906,4
K.T. Oslin,8.119532,8.852386,8
K7,11.750628,8.730326,3
KALEO,7.0732827,10.316292,8
KAROL G,13.01809,10.350117,4
KB,12.9485445,10.353931,3
KC & The Sunshine Band,11.396312,8.493855,21
KIDS SEE GHOSTS,8.140761,10.366837,3
KISS,10.783458,12.421051,191
KMFDM,6.6911454,13.744845,9
KRS-One,13.885296,8.955772,8
KT Tunstall,10.863597,10.0068865,3
KYLE,14.169365,9.874789,4
KYLE Lil Yachty,13.715013,10.146851,4
Kacey Musgraves,8.447731,10.164111,36
Kai Winding,-0.20624784,12.537947,5
Kaiser Chiefs,10.855722,13.47727,4
Kakia Mendri,5.7232075,7.843295,8
Kakkia Mendri L. Likiardopoulou,5.4622426,7.830215,3
Kakkia Mendri Lidia Likiardopoulou,5.1655025,8.342198,14
Kalafina,10.49405,13.654719,3
Kaleidoscope,8.716036,10.330987,7
Kali Uchis,9.985638,10.233904,11
Kalimba,8.929849,10.540296,3
Kalyanam Raghuramaiah Krishnaveni,8.707881,6.757168,3
Kalyani,5.809155,6.283491,20
Kamal Dasgupta,1.9016734,13.337198,4
Kamala Jharia,1.2259982,11.739899,7
Kanak Das Biswas,0.629662,12.059131,32
Kanan Devi,0.78479046,12.15294,21
Kane Brown,10.244662,11.108852,17
Kanika Banerjee,4.3929315,8.566678,17
Kano,5.3692985,12.799151,6
Kansas,10.2646885,11.766573,61
Kantilal,0.20942572,12.23054,6
Kantilal Sitara,0.80145025,12.101901,3
Kantilal Sunita Devi,5.778964,7.6453037,3
Kanye West,9.470538,10.974218,87
Kaoma,10.90336,8.075287,3
Kapena,10.626361,7.9419756,6
Karen Dalton,4.287511,8.453246,21
Karen Mok,6.308458,9.729557,3
Kari Jobe,7.5929427,11.343514,4
Karin Borg,-1.846776,11.707099,3
Karina,8.986405,6.5549564,3
Karl Böhm Lisa della Casa Maria Reining Richard Strauss Wiener Philharmoniker,3.4762497,6.7375803,4
Karl Böhm Ludwig van Beethoven Staatskapelle Dresden,-1.0890638,10.796233,17
Karl Böhm Max Reger Staatskapelle Dresden,-0.37277442,10.284476,10
Karl Böhm Richard Strauss Staatskapelle Dresden,-0.3289917,10.271282,4
Karl Böhm Richard Wagner Staatskapelle Dresden,-0.23391141,10.323274,8
Karl Böhm Robert Schumann Staatskapelle Dresden,-1.7431523,10.948205,3
Karl Böhm Staatskapelle Dresden Wolfgang Amadeus Mozart,0.33932146,11.762688,12
Karl Böhm Wiener Philharmoniker Wolfgang Amadeus Mozart,0.26437062,11.714509,8
Karla Bonoff,6.817827,9.50767,7
Karmin,12.785956,10.414849,3
Karyn White,10.840577,8.928546,8
Kasabian,10.041175,12.3723345,5
Kaskade,8.9904,11.87699,5
Kate & Anna McGarrigle,4.6957784,8.773637,3
Kate Bush,6.4652047,9.218552,78
Kate Nash,7.9328265,9.213273,3
Katharina Thalbach Mary Norton,5.268836,3.1193259,11
Kathryn Grayson,2.9951174,8.358202,4
Kathy Mattea,7.9475346,7.5341654,6
Katy Perry,11.401204,11.084296,44
Kaumudi Munshi,7.1216326,6.4185486,3
Kausar Parveen,6.834081,6.973472,3
Kaushalya,1.7406232,12.472218,6
Kaveret,9.337448,7.4352045,5
Kavita Krishnamurthy Udit Narayan,7.162851,8.302434,3
Kay Kyser & His Orchestra,7.3420653,6.800377,3
Kay Starr,5.5714827,6.806382,3
Kay Starr Tennessee Ernie Ford,8.121619,7.160533,4
Keali'i Reichel,4.0570617,8.39141,5
Keane,9.581287,12.95123,11
Keaton Henson,4.5044723,8.879503,3
Keb' Mo',8.890741,8.338964,8
Keef Hartley Band,5.3087497,13.798645,3
Keely Smith,4.3869944,8.623191,14
Keely Smith Louis Prima,9.105616,6.768405,14
Keely Smith Louis Prima Sam Butera & The Witnesses,8.6493025,7.9901986,11
Kehlani,8.823918,11.056481,24
Keith & Kristyn Getty,5.41705,9.295156,3
Keith Anderson,11.506989,11.969918,5
Keith Forsey,4.963933,13.271634,4
Keith Green,6.419294,9.18365,7
Keith Jarrett,-0.61667913,11.535561,16
Keith Murray,14.379916,8.993337,5
Keith Richards,10.430021,8.188566,3
Keith Sweat,9.580376,9.416515,34
Keith Urban,10.73644,10.77717,51
Keith Washington,8.401829,10.916986,3
Keith Whitley,7.2987084,8.864098,38
Keith Whitley Lorrie Morgan,6.4509945,8.266585,3
Kelis,11.748334,8.921843,5
Kelis Too $hort,13.360489,8.935213,3
Keller Williams,11.377148,7.7880864,3
Kellie Pickler,10.097852,12.10169,6
Kelly Clarkson,10.339708,12.184507,35
Kelly Price,8.717707,10.446029,6
Kelly Rowland,10.293099,11.178247,3
Kelly Rowland Lil Wayne,9.06523,11.248174,3
Kelly Rowland Nelly,13.146353,10.281215,3
Kelsea Ballerini,9.4906,11.177677,10
Kem,8.25147,10.750681,5
Ken Ashcorp,10.711258,10.34237,4
Ken Boothe,10.988886,7.8495474,3
Ken Elkinson,-0.4003681,12.51962,16
Ken Griffin,1.5691972,12.330371,17
Ken Navarro,4.778398,13.022019,3
Ken Nordine,1.9681484,12.970742,3
Ken-Y R.K.M & Ken-Y,12.011228,8.963637,3
Kendrick Lamar,14.331635,9.665626,57
Kendrick Lamar SZA,10.194283,10.337177,4
Kendrick Lamar ScHoolboy Q,13.853113,10.195987,3
Kenny Burrell,1.459108,12.43551,28
Kenny Chesney,9.977701,11.372062,96
Kenny Chesney Uncle Kracker,11.6091385,9.625866,3
Kenny Dorham,2.2801273,12.144046,8
Kenny Dorham Max Roach Sonny Rollins,6.59205,7.930856,3
Kenny Dorham Sonny Rollins,1.1664326,11.955278,4
Kenny Drew,1.5718524,12.433436,20
Kenny Drew Trio,5.51676,9.848656,7
Kenny G,5.592074,13.831549,41
Kenny G Toni Braxton,6.812702,9.775979,3
Kenny Lattimore,8.12438,9.267291,4
Kenny Loggins,9.039893,9.322067,47
Kenny Nolan,6.466032,9.173646,3
Kenny Rankin,4.1108446,8.261774,3
Kenny Rogers,7.1416674,9.442766,55
Kenny Rogers & The First Edition,7.394495,8.705677,4
Kenny Wayne Shepherd,6.721602,13.523843,9
Keola Beamer,-0.13201448,12.282356,3
Keri Hilson,13.046034,10.370695,6
Kesha,11.550734,10.057534,20
Kevin Abstract,9.249027,11.110776,5
Kevin Ayers,5.01583,12.908404,8
Kevin Fowler,9.958966,12.249684,3
Kevin Gates,13.771472,10.065856,49
Kevin Kern,-0.22939302,12.003255,3
Kevin Rudolf Lil Wayne,10.532618,11.244038,3
Key Glock,13.672708,9.960596,5
Keyshia Cole,9.815609,11.572798,11
Khalid,8.887727,10.140745,35
Khia,12.740397,9.026002,3
Khruangbin,4.936856,13.1260805,12
Khursheed,1.799895,12.662253,9
Khursheed Bano,1.0776836,12.668898,50
Khurshid Bano,0.8766072,12.170042,4
Kiana Ledé,13.761289,9.161713,5
Kid 'N Play,13.399571,8.72811,7
Kid Cudi,10.1338825,10.326415,44
Kid Frost,10.181025,8.730364,5
Kid Ink,10.389711,11.436415,6
Kid Rock,11.259993,11.822579,38
Killing Joke,6.512305,13.687143,9
Killswitch Engage,9.95991,13.479106,24
Kim Carnes,9.489733,9.413669,5
Kim Jung Mi,2.402947,12.135584,10
Kim Petras,12.79924,9.466289,3
Kim Waters,3.5406935,12.808603,3
Kim Weston Marvin Gaye,7.859562,9.336948,3
Kim Wilde,11.346292,10.303564,5
Kimya Dawson,7.108673,7.646948,4
Kindred The Family Soul,9.68192,10.166055,3
King Crimson,5.47279,13.943761,34
King Curtis,4.0436697,12.837761,7
King Diamond,6.6644616,14.074924,16
King Geedorah,10.65025,11.906662,3
King Krule,6.2370205,9.948806,4
King Lil G,13.950343,9.805697,3
King Oliver's Creole Jazz Band,2.7496712,12.572522,3
King Pleasure,6.1592674,8.367331,5
King Princess,9.037215,10.923616,6
King Radio,6.665481,6.375863,5
King Sunny Ade,9.6996355,8.044291,3
King Von,13.788962,10.142189,4
King's X,10.077891,11.567046,6
Kingdom Come,8.692852,12.75202,4
Kingo Hamada,10.333349,9.156058,3
Kings of Convenience,3.429271,12.457808,6
Kings of Leon,9.213381,12.658532,51
Kinky,5.640097,12.91265,3
Kino,9.894339,9.011078,14
Kip Moore,10.903643,11.963374,13
Kirk Franklin,10.240441,12.091633,20
Kirk Franklin The Family,8.110166,10.541843,10
Kirk Whalum,5.7576127,12.79441,4
Kishi Bashi,6.0653405,8.792061,3
Kishore Kumar,6.5743804,7.4990554,40
Kishore Kumar Lata Mangeshkar,6.6980996,7.7174687,11
Kitaro,-1.0358951,10.168458,4
Kittie,11.398969,12.373324,4
Kitty Kallen,3.4835696,8.616542,6
Kix,9.697077,10.028729,15
Kiyotaka Sugiyama オメガトライブ,10.790187,10.292873,16
Klaatu,9.54196,10.505385,8
Klarino Nikos Karakostas Rita Ampatzi,3.3023577,12.243237,3
Klarino Nikos Karakostas Roza Eskenazi,3.1462548,12.191056,5
Klarino Nikos Rellias Rita Ampatzi,3.340937,12.766159,3
Klarino- Nikos Karakostas,3.0164459,13.164446,3
Klaus Badelt,5.5458627,14.128725,15
Kleeer,4.691521,12.877582,3
Klymaxx,7.9261827,9.36608,3
Knife Party,6.810906,13.823452,4
Kodak Black,13.453536,10.009852,20
Koe Wetzel,9.105963,12.132972,15
Koko Taylor,8.710251,9.373985,3
Kolohe Kai,11.551984,7.8695235,6
Kontopoylos Xristos,2.2315886,12.621345,13
Kool & The Gang,10.441996,8.20909,61
Kool G Rap,14.598666,8.743294,3
Kool Moe Dee,11.329207,9.048095,4
Koop,7.507152,9.383856,3
Korn,9.315187,12.829922,81
Kortársak,9.23272,7.2795424,12
