artists,x0,x1,play_count
Bruno Erminero Coro dell'EIAR di Torino Gino Marinuzzi Giuseppe Verdi Orchestra Sinfonica dell'EIAR di Torino,1.5680623,11.829548,3
Bruno Major,7.1323624,9.400536,6
Bruno Mars,10.858356,10.503726,32
Bruno Mars Snoop Dogg Wiz Khalifa,10.373917,10.125366,3
Bruno Walter Columbia Symphony Orchestra Eugene Istomin Robert Schumann,-1.5302929,11.263085,6
Bruno Walter Columbia Symphony Orchestra Gustav Mahler,-1.9346048,10.996692,25
Bruno Walter Columbia Symphony Orchestra Johannes Brahms,-1.8153721,10.794708,9
Bruno Walter Columbia Symphony Orchestra Ludwig van Beethoven,-0.2959101,11.709637,6
Bruno Walter Columbia Symphony Orchestra Richard Wagner,-2.1214678,10.819862,8
Bruno Walter Columbia Symphony Orchestra Wolfgang Amadeus Mozart,-0.1882972,11.13721,22
Bruno Walter Felix Mendelssohn New York Philharmonic,3.397216,8.602941,11
Bruno Walter Franz Schubert New York Philharmonic,-0.66103953,11.32445,4
Bruno Walter Gustav Mahler,4.0208406,8.100147,21
Bruno Walter Gustav Mahler Kathleen Ferrier Wiener Philharmoniker,-0.79087,10.944166,3
Bruno Walter Gustav Mahler New York Philharmonic,-1.8108127,10.898363,56
Bruno Walter Isaac Stern Johannes Brahms New York Philharmonic,-1.1763319,10.502428,3
Bruno Walter Johannes Brahms New York Philharmonic,-0.931443,10.912182,7
Bruno Walter Joseph Szigeti Ludwig van Beethoven New York Philharmonic,-1.3942103,10.935301,9
Bruno Walter Ludwig van Beethoven New York Philharmonic,-0.8429465,10.619337,3
Bruno Walter Ludwig van Beethoven Philadelphia Orchestra,-0.373533,11.097025,5
Bruno Walter Ludwig van Beethoven Rudolf Serkin,-0.29132104,11.616937,3
Bruno Walter Metropolitan Opera Orchestra Wolfgang Amadeus Mozart,3.9871554,8.176441,6
Bruno Walter NBC Symphony Orchestra Robert Schumann,-0.21674895,10.567125,4
Bruno Walter New York Philharmonic Robert Schumann,-0.99084115,11.196417,5
Bruno Walter New York Philharmonic Wolfgang Amadeus Mozart,-0.1947705,10.67453,24
Bruno Walter Wiener Philharmoniker Wolfgang Amadeus Mozart,-0.66658,11.736665,4
Bryan & Katie Torwalt,8.006966,11.805389,3
Bryan Adams,9.959151,11.715004,60
Bryan Ferry,5.9444857,12.594047,11
Bryan White,8.3513775,10.758986,5
Bryce Vine,11.064427,11.151202,12
Bryson Tiller,9.312687,10.908992,19
Buck Clayton,3.0073407,11.771217,12
Buck Clayton Count Basie & His All American Rhythm Section Don Byas,2.4118903,13.11777,4
"Buck Clayton Harry ""Sweets"" Edison",5.6448855,8.678042,4
Buck Owens,9.468018,7.3834367,8
Buckcherry,10.244092,13.121148,7
Buckethead,6.308245,13.775069,5
Buckwheat Zydeco,10.124765,8.448132,5
Bud Powell,1.2625422,12.463328,80
Bud Powell Trio,4.821442,13.2709875,13
Budapest String Quartet George Szell Wolfgang Amadeus Mozart,-0.058709454,12.130133,6
Budapest String Quartet Ludwig van Beethoven,-0.50392604,12.205881,31
Budapest String Quartet Milton Katims Wolfgang Amadeus Mozart,-0.054023318,11.25641,27
Budapest String Quartet Walter Trampler Wolfgang Amadeus Mozart,0.045789037,12.044898,4
Budapest String Quartet Wolfgang Amadeus Mozart,-0.32664272,10.6087055,24
Buddy Collette Clyde Dunn Conte Candoli Curtis Counce Gerald Wiggins Howard Roberts Jimmy Giuffre Stan Levey,2.2867515,11.526009,3
Buddy Collette The Chico Hamilton Quintet,-0.9315748,11.910117,5
Buddy DeFranco,3.5124185,12.550321,8
Buddy DeFranco Oscar Peterson,0.0072778994,11.32946,10
Buddy Emmons,4.902122,12.99449,5
Buddy Fo & His Group,4.840512,8.444,3
Buddy Greco,7.1305013,7.7333374,4
Buddy Guy,7.361853,8.898604,14
Buddy Holly,8.918074,7.1219063,58
Buddy Miles,8.445777,10.830145,5
Buddy Rich And His Sextet,7.9323273,12.286577,5
Buddy Rich Charlie Parker Curly Russell Dizzy Gillespie Thelonious Monk,8.148754,7.822977,15
"Buddy Rich Harry ""Sweets"" Edison",4.8275857,12.964871,7
Buddy Weed,-0.34750265,12.105286,4
Budgie,7.283904,12.8784485,6
Buena Vista Social Club,6.244047,7.588729,14
Buffalo Springfield,8.189688,8.3228,52
Buffy Sainte-Marie,5.0081477,8.312708,12
Built To Spill,7.403716,13.311872,26
Buju Banton,13.153203,9.622768,16
Bukka White,2.991184,11.864398,4
Bullet For My Valentine,9.981093,13.635829,23
Bulletboys,9.886332,12.557315,4
Bulo C.Rani,0.8600834,12.261093,3
Bun B,14.794357,8.856107,6
Bunny Berigan,2.3413446,12.557723,9
Bunny Berigan and His Orchestra,1.532838,12.543906,5
Bunny Wailer,13.399786,8.763267,12
Burkhard Dallwitz Philip Glass,-1.5452067,12.4220495,3
Burl Ives,6.286746,6.8805866,27
Burning Spear,5.8690147,12.477497,18
Burt Bacharach,1.8476137,11.913644,31
Burton Cummings,9.922281,9.21773,4
Burzum,6.675155,14.103611,6
Busch Quartet Franz Schubert,-1.1173599,10.914866,7
Bush,9.838958,13.460793,9
Busta Rhymes,14.436988,9.104519,11
Busta Rhymes Diddy Pharrell Williams,14.428301,9.243988,3
Busta Rhymes Diddy The Notorious B.I.G.,14.357986,9.1155205,3
Butthole Surfers,9.761054,12.459066,13
Buzzcocks,11.194745,13.404912,26
Byron Cage,10.206646,12.244317,3
Byron Janis Frédéric Chopin,-0.42703065,12.325809,3
BØRNS,10.974051,12.081117,11
Béla Bartók Chicago Symphony Orchestra Fritz Reiner,-1.9024756,10.966167,5
Béla Bartók Concertgebouworkest Eduard van Beinum,-2.0985227,10.872426,9
Béla Bartók Fritz Reiner,-1.0786287,11.812539,5
Béla Bartók Herbert von Karajan Philharmonia Orchestra,-1.9142107,11.064219,3
Béla Bartók Isaac Stern,-0.3169257,10.497516,3
Béla Drahos Ludwig van Beethoven Nicolaus Esterhazy Sinfonia,-0.1805144,12.031709,3
Béla Fleck Jerry Douglas Mark Schatz Sam Bush Stuart Duncan Tony Rice,4.4991493,13.140515,4
Béla Fleck Jerry Douglas Sam Bush Todd Phillips Tony Rice Vassar Clements,8.290554,7.504502,3
Béla Fleck and the Flecktones,5.408883,13.673865,5
C & C Music Factory,5.933103,13.052981,4
C & C Music Factory Freedom Williams,6.2267895,13.212161,5
C-Murder Magic Snoop Dogg,14.70819,8.688957,3
C. H. Atma,0.8696152,12.186006,9
C. Ramchandra,6.0058975,6.2984753,11
C. Ramchandra Lata Mangeshkar,7.5076504,6.7929645,10
C. Ramchandra Meena Kapoor,6.53058,6.3465724,3
C. Ramchandra Shamshad Begum,2.9693758,12.841708,5
C. S. Jayaraman,6.4165397,7.0405555,3
C.W. McCall,7.6089106,7.135373,12
C418,-1.5789083,12.022924,30
CAN,5.9673004,13.536304,35
CBC Symphony Orchestra Igor Stravinsky,-1.7395456,10.912266,25
CBC Symphony Orchestra Igor Stravinsky Johann Sebastian Bach,0.6493219,12.433625,10
CHIC,5.9924746,12.365239,21
CHUNG HA,10.800706,10.985315,3
CHVRCHES,9.516428,13.102202,5
CKY,10.034106,12.348366,7
COIN,10.591764,11.948529,6
Caamp,6.3454437,9.707404,9
Cab Calloway,6.6664357,6.638068,12
Cactus,9.805575,12.591812,4
Caesars,11.938297,10.506819,3
Caetano Veloso,7.470926,8.7944,18
Caetano Veloso Gal Costa,4.707913,7.6962028,10
Caetano Veloso Gilberto Gil João Gilberto Maria Bethânia,4.9388413,7.9256134,3
Café Tacvba,11.629988,11.264433,17
Cage The Elephant,10.649903,12.449578,32
Caifanes,9.696183,10.61294,43
Cake,11.249144,8.750363,54
Cal Tjader,2.1412635,12.86674,64
Cal Tjader Eddie Palmieri,2.7900417,13.036585,6
Cal Tjader Quartet,1.9117714,11.16832,8
Cal Tjader's Modern Mambo Quintet,2.962204,13.21772,7
Calboy,13.819351,10.149387,3
Calcutta Youth Choir,6.7108145,7.2454257,3
Cali Life Style Delux T-Dre,13.405983,9.339768,6
Calibre 50,11.233211,7.528188,17
Calle 13,14.482392,8.49393,4
Calum Scott,5.747219,9.6234865,3
Calvin Harris,11.078563,11.750876,7
Calvin Harris Rihanna,11.24906,11.003224,4
Calvin Richardson,9.868335,9.352333,3
Camel,5.467069,13.974736,18
Cameo,10.962317,8.179889,30
Camila,7.9358172,11.5909605,12
Camila Cabello,8.082045,10.754499,13
Camila Cabello Shawn Mendes,11.209719,9.15336,3
Camille Saint-Saëns Charles Münch New York Philharmonic,-0.83705556,10.665341,4
Camille Saint-Saëns Daniil Shafran Emil Gilels Karl Eliasberg USSR State Symphony Orchestra Yakov Zak,-0.08234374,12.222566,4
Camille Saint-Saëns Eugene Ormandy Philadelphia Orchestra,-0.82628685,11.515948,18
Camille Saint-Saëns Gaby Casadesus Philippe Entremont Yo-Yo Ma,-1.5673213,12.43882,20
Camille Saint-Saëns Jascha Heifetz William Steinberg,-0.23804043,10.145571,8
Camille Saint-Saëns National Symphony Orchestra New York Walter Damrosch,-0.52923495,12.043854,4
Camilo,9.309319,8.883748,4
Camilo Sesto,7.222161,9.308189,56
Camouflage,6.152556,12.916908,3
Camp Lo,14.666523,8.769971,4
Camper Van Beethoven,11.352426,13.066756,4
Cam’ron,14.733263,8.781476,3
Cam’ron Freekey Zeekey Juelz Santana Toya,14.725904,8.799931,3
Candace,9.587779,11.092057,3
Candi Staton,8.969798,7.7403703,6
Candlebox,9.635452,11.2758875,12
Candlemass,9.392531,13.283571,9
Candy Johnson,2.5846992,12.624867,6
Canhoto Seu Regional,3.1281793,12.346745,5
Canned Heat,8.952727,8.2558565,40
Canned Heat John Lee Hooker,6.4456244,6.0923576,8
Cannibal Corpse,6.8839636,14.073988,7
Cannonball Adderley,2.660105,11.623277,48
Cannonball Adderley Nancy Wilson Sweet,5.313623,8.511602,5
Cannonball Adderley Quartet,6.822947,7.827189,6
Cannonball Adderley Sextet,3.7905943,5.8423204,3
Cannonball Adderley Sweet,7.130911,8.539339,5
Cano Estremera,9.513888,7.1146483,6
Canserbero,14.680982,8.790237,8
Cap'n Jazz,9.628946,12.460003,3
Capella Istropolitana Stephen Gunzenhauser Takako Nishizaki Wolfgang Amadeus Mozart,-0.4457288,12.322374,3
Capella Istropolitana Wolfgang Amadeus Mozart Wolfgang Sobotka,-0.2830844,12.246778,4
Capone-N-Noreaga,14.447994,8.821027,3
Cappadonna Ghostface Killah Raekwon,14.789619,8.813029,4
Cappadonna Wu-Tang Clan,14.783564,8.788152,5
Captain & Tennille,7.958191,8.354435,9
Captain Beefheart & His Magic Band,8.888256,9.196113,28
Captain Beyond,10.880841,13.430678,6
Car Seat Headrest,8.559815,10.554015,4
Caravan,6.183218,12.699164,4
Caravan Palace,12.9053335,10.000327,7
Cardenales De Nuevo León,10.632169,8.259085,26
Cardi B,13.524646,9.896102,7
Caribou,4.0600123,12.854577,4
Carin Leon,10.873356,7.2101917,4
Carl Carlton,11.409526,9.243561,3
Carl Cotner & His Orchestra Gene Autry,6.468193,6.632149,3
Carl Cotner Cass County Boys Gene Autry The King Sisters,11.142671,6.914029,3
Carl Maria von Weber Chicago Symphony Orchestra Claudio Arrau Désiré Defauw,-0.44959322,10.672123,3
Carl Maria von Weber Claudio Arrau,-0.77457786,11.973513,8
Carl Maria von Weber Karl Böhm Staatskapelle Dresden,-0.1708667,11.236266,3
Carl Perkins,9.101265,6.992237,29
Carl Perkins Johnny Cash,14.75521,8.825531,4
Carl Perkins Johnny Cash The Carter Family The Statler Brothers,3.825408,5.735671,4
Carl Schuricht Chorale Elisabeth Brasseur Gottlob Frick Ludwig van Beethoven Marga Höffgen Murray Dickie Orchestre De La Société Des Concerts Du Conservatoire Wilma Lipp,-1.065832,10.325811,4
Carl Schuricht Ludwig van Beethoven Orchestre De La Société Des Concerts Du Conservatoire,-0.8540365,10.361055,4
Carl Thomas,8.953075,10.181575,5
Carl Tucker Charles Byrd Richard Levitt,10.530419,10.235949,13
Carl Verheyen,2.0199752,11.951411,16
Carl Woitschach,3.0250518,13.07527,21
Carla Boni,5.064313,8.265102,18
Carla Bruni,6.6240954,9.750779,3
Carla Morrison,6.4232817,9.55831,6
Carla Thomas,8.210281,8.282096,7
Carla Thomas Otis Redding,10.617576,7.964123,8
Carlo Buti,5.08184,8.259054,64
Carlo Buti Con Orchestra Stefano Ferruzzi,7.2245846,6.4460516,3
Carlo Tagliabue Galliano Masini Gino Marinuzzi Giuseppe Verdi Orchestra Sinfonica dell'EIAR di Torino,3.5539622,8.1616125,3
Carlos Argentino La Sonora Matancera,7.486274,6.6132255,7
Carlos Dante Francisco Canaro,3.1785338,12.614999,4
Carlos Di Sarli,2.8109846,12.392482,13
Carlos Galán Francisco Canaro,3.0928824,12.078334,37
Carlos Gardel,6.633477,6.2066536,34
Carlos Kleiber Johannes Brahms Wiener Philharmoniker,-1.1638656,10.651751,4
Carlos Kleiber Ludwig van Beethoven Wiener Philharmoniker,-1.7773364,10.929762,5
Carlos Mejía Margarita Cueto,5.3038855,7.960998,8
Carlos Montoya,1.1163625,12.28014,13
Carlos Roldán Eduardo Adrian Francisco Canaro,1.9545108,13.372234,6
Carlos Roldán Francisco Canaro,2.8277533,13.107497,77
Carlos Santana,5.0436873,13.351695,6
Carlos Vives,11.668158,8.8046465,16
Carlos Y Jose,8.89262,8.122086,33
Carlota Jaramillo,1.9773763,12.546032,12
Carlota Jaramillo Luis Alberto Valencia,6.942369,7.541969,4
Carlton and the Shoes,11.095176,7.8155704,3
Carly Pearce,9.868602,11.244359,3
Carly Rae Jepsen,11.223958,10.756788,7
Carly Simon,7.8879533,8.833358,40
Carly Simon James Taylor,11.069345,8.709884,3
Carmell Jones,5.3140845,12.631109,3
Carmen Delia Dipini Johnny Rodriguez Y Su Trio,6.5764556,6.8206496,4
Carmen Delia Dipini Johnny Rodriguez Y Su Trio La Sonora Matancera,6.347463,6.421956,3
Carmen McRae,5.0536942,9.096602,41
Carmen McRae Sammy Davis Jr.,5.815003,7.8332825,9
Carmen Miranda,6.824821,6.335672,103
Carmen Miranda Sylvio Caldas,6.384734,6.9244366,3
Carol Burnett Julie Andrews,3.7700946,6.2921114,4
"Carol Channing Hello, Dolly! Ensemble",3.6249638,6.140904,3
Carol Lawrence Larry Kert Leonard Bernstein Max Goberman The Jets The Sharks,1.2069236,11.22676,3
Carole King,7.0344176,8.438475,48
Carolina Cardoso de Menezes Garoto,2.653622,13.046961,5
Carolyn Leigh,5.389619,3.7031415,3
Carpenters,4.6442294,8.915032,91
Carrie Underwood,10.00253,12.504029,37
Carroll Dickerson Orchestra Louis Armstrong & His Hot Seven,2.7213957,12.896055,12
Carroll Gibbons,2.5301106,11.420961,25
Carroll Gibbons The Savoy Hotel Orpheans,4.385535,8.675085,24
Cartel,11.2467985,12.544867,7
Cartel De Santa,12.404475,9.194334,23
Casa De Leones,12.058121,9.942074,3
Cascada,10.861995,13.020073,8
Cascatinha & Inhana,0.87099755,11.7635565,18
Casey Donahew,9.851509,11.602159,9
Casey Lee Williams Jeff Williams,7.8381343,13.652687,4
Cass County Boys Gene Autry,7.2026534,6.6500907,3
Cass Elliot,8.527253,8.83442,7
Cass McCombs,5.202098,12.994559,4
Cassie,10.931464,10.12322,3
Cast,9.662587,8.816431,3
Cast Of The Motion Picture Rent,8.7141075,11.720175,3
Casting Crowns,8.721327,12.036707,23
Castle Hill Orchestra János Starker Maximilian Pilzer Wolfgang Amadeus Mozart,0.02007753,11.136065,3
Castro Barbosa,3.0888574,13.080331,4
Cat Power,5.6229925,9.35593,10
Catch 22,11.55413,11.890256,5
Caterina Mancini Fernando Previtali Giacomo Vaghi Gino Penno Giuseppe Verdi Orchestra Sinfonica di Roma della RAI,3.3207803,7.3881955,5
Caterina Mancini Fernando Previtali Gino Penno Giuseppe Taddei Giuseppe Verdi Orchestra Sinfonica di Roma della RAI,4.8619976,8.313865,3
Catfish and the Bottlemen,10.064766,13.41803,4
Catherine Mackintosh/Paul Goodwin/Timothy Brown/Susan Dent/Orchestra of the Age of Enlightenment Johann Sebastian Bach Orchestra of the Age of Enlightenment,0.53815067,11.770299,4
Cavetown,8.089449,10.986179,11
Cazuza,8.831261,12.104274,5
CeCe Peniston,11.040469,9.141823,3
CeCe Winans,7.7401915,10.372178,4
Cecil Taylor,4.998676,8.305655,4
Cecilio & Kapono,7.6838775,8.864642,24
Cedarmont Kids,8.083914,6.908866,14
CeeLo Green,11.847328,10.382097,3
Celia Cruz,9.273439,6.835519,14
Celia Cruz Johnny Pacheco,8.673428,6.52775,10
Celia Cruz La Sonora Matancera,7.9290786,6.97416,38
Celia Cruz Willie Colón,9.120222,6.9671407,3
Celio Gonzalez La Sonora Matancera,7.6294913,7.4349213,15
Cellular Project,6.336825,13.982175,15
Celtic Frost,6.9093204,14.086433,6
Celtic Woman,4.369794,9.165712,7
Cesária Evora,6.8866644,7.5969706,4
Ch&#339;ur Piero Coppola Orchestre Piero Coppola Piero Coppola,0.595732,11.538504,6
Chad & Jeremy,7.111718,9.134759,11
Chad Mitchell Trio,6.2704186,8.4569235,5
Chaka Demus & Pliers,11.283444,8.411345,5
Chaka Khan,10.593444,9.362469,19
Chaka Khan Lew Hahn,11.459365,9.013092,6
Chaka Khan Rufus,9.314901,8.16633,20
Chaka Khan Rufus & Chaka Khan,8.470903,7.3751235,5
Chalino Sanchez,9.307484,7.125874,25
Chalino Sanchez Los Amables Del Norte,11.256862,6.959932,47
Chalino Sanchez Los Guamúchileños,7.9942737,6.6328974,6
Chamaco Ramírez Paquito Guzman Tommy Olivencia y Su Orquesta,6.925144,6.8093843,5
Chamaco Ramírez Tommy Olivencia y Su Orquesta,9.495945,6.9066253,3
Champion Jack Dupree,6.499592,6.7172103,25
Chance the Rapper,14.041949,9.797911,12
Change,11.382521,8.48972,6
Changing Faces,9.515866,10.40557,3
Chantal Kreviazuk,7.101425,10.019184,4
Chanté Moore,10.056266,11.382999,4
Chapuseaux y Damirón,7.4219084,6.48865,31
Charity Bailey,6.9592605,6.67923,4
Charles Aznavour,6.072796,8.617344,59
Charles Aznavour Pierre Roche,5.023531,7.847636,7
Charles Bradley Menahan Street Band,8.907801,10.134796,3
Charles Dutoit Georges Bizet Orchestre Symphonique de Montréal,-2.322356,11.736243,3
Charles Gerhardt Maurice Ravel National Philharmonic Orchestra,-1.8616239,11.085455,6
Charles Gounod Pierre Monteux,0.08150518,11.409633,4
Charles Lichter Columbia Concert Orchestra Eileen Farrell Thomas Moore,3.2013123,7.770863,3
Charles Mingus,2.0140734,11.075177,181
Charles Mingus Eric Dolphy,3.226132,6.140582,5
Charles Mingus John LaPorta,-0.18150453,10.68714,6
Charles Münch Felix Mendelssohn,-1.3945932,10.558221,7
Charles Münch Franz Schubert,-0.73572254,11.317861,7
Charles Münch Johannes Brahms,-1.5696543,10.470308,9
Charles Münch Maurice Ravel,-1.9785997,10.916191,10
Charles Münch Max Bruch Yehudi Menuhin,-0.1874817,10.709339,3
Charles Münch Robert Schumann,-1.3603327,10.451697,3
Charles Rosen Columbia Symphony Orchestra Igor Stravinsky,-1.0017012,11.888656,10
Charles Trenet,4.9383326,7.600659,6
Charles Wright & The Watts 103rd Street Rhythm Band,8.700915,7.030906,6
Charley Pride,7.987015,6.9784646,23
Charli XCX,11.34021,11.000066,9
Charlie,6.016733,6.709476,5
Charlie Barnet & His Orchestra,2.9605074,12.498219,3
Charlie Byrd,1.6247145,12.702458,6
Charlie Byrd Herb Ellis,1.6399612,12.539164,5
Charlie Byrd Stan Getz,1.9182476,12.849749,15
Charlie Chaplin,0.893326,11.293539,103
Charlie Daniels,10.091501,8.358882,11
Charlie Mariano,3.4648557,12.462296,10
Charlie Palmieri,9.18732,7.4605775,5
Charlie Parker,3.3186843,11.732199,100
Charlie Parker And His Orchestra,3.442155,12.376418,12
Charlie Parker Dizzy Gillespie,8.229212,8.082565,9
Charlie Parker Quartet,8.016482,8.236251,16
Charlie Parker Quintet,6.4132957,6.787163,4
Charlie Puth,10.1679,9.795877,7
Charlie Rich,5.7088366,8.555598,23
Charlie Robison,8.979512,9.9677105,7
Charlie Rouse,2.1507006,11.971265,10
Charlie Wilson,10.322059,10.558816,5
Charlo Francisco Canaro,2.6718147,13.089285,459
Charlotte Lawrence,9.750835,9.910228,5
Charly García,11.0589285,9.9643955,8
Charly McClain,8.871051,8.303591,3
Chase Atlantic,8.549301,11.692845,4
Chase Bryant,11.001083,11.628364,3
Chase Rice,10.096578,11.496326,8
Chava Alberstein,5.5891976,9.175654,6
Chayanne,10.035364,11.358727,31
Chayito Valdez,7.8486753,7.6311865,5
Cheap Trick,9.874671,12.802981,60
Cheech & Chong,9.165836,8.684496,9
Chelo,7.1155014,7.9247537,5
Chelsea Cutler,8.682205,10.57831,5
Chelsea Cutler Jeremy Zucker,5.1096644,8.309307,3
Cheo Feliciano,9.139029,6.9964504,14
Cher,8.691175,9.816239,47
Cher Lloyd,11.086355,11.380537,4
Cheryl Lynn,11.343225,8.649817,10
Cheryl Lynn Luther Vandross,5.902684,9.718503,3
Chet Atkins,2.3672664,13.024703,8
Chet Atkins Les Paul,1.1787771,12.2281885,6
Chet Baker,0.1135407,11.899741,132
Chet Baker Gerry Mulligan,1.279959,12.377258,6
Chet Baker Gerry Mulligan Quartet,1.9420694,13.254023,5
Chet Baker Russ Freeman,2.8993022,13.153622,9
Chet Baker Stan Getz,4.8761334,8.075956,4
Chet Faker,13.123616,10.299258,4
Chet Faker Flume,9.698215,11.176251,3
Chevelle,10.001724,13.2115555,33
Chhabi Banerjee,5.3422675,7.763539,4
Chhota Gandharva,1.8251556,12.34526,4
ChiChi Peralta,11.763712,8.673987,3
Chiang Yu-Heng,6.2841444,9.399657,3
Chicago,9.659801,11.053045,113
Chicago Symphony Orchestra Fritz Reiner Gioachino Rossini,-0.46309355,10.885004,3
Chicago Symphony Orchestra Fritz Reiner Jascha Heifetz Johannes Brahms,-0.85742146,11.168143,4
Chicago Symphony Orchestra Fritz Reiner Jascha Heifetz Pyotr Ilyich Tchaikovsky,-0.69967115,11.630386,7
Chicago Symphony Orchestra Fritz Reiner Ludwig van Beethoven,-0.80899304,10.8321295,4
Chick Corea,0.54304695,11.392529,8
Chick Corea Return To Forever,2.8154693,12.253379,5
Chick Webb Ella Fitzgerald,6.6381345,6.124566,3
Chico Buarque,8.891179,6.8386493,10
Chicos de Barrio,11.786471,8.406096,9
Chiddy Bang,13.791828,8.982579,3
Chief Keef,13.7218895,10.078807,10
Childish Gambino,8.752498,11.017344,53
Children Of Bodom,6.748032,13.796366,3
Chilliwack,10.181317,10.762227,4
China Blue Wu Bai,8.642061,9.893273,4
China Crisis,5.600414,12.570164,10
Chino & Nacho,12.004935,9.905824,4
Chiodos,9.732428,13.267325,4
Chip Tha Ripper Kid Cudi,3.9668353,5.700076,3
Chitalkar,5.420162,3.8522997,3
Chitra Singh Jagjit Singh,7.61964,7.413504,6
Chittoor V. Nagaiah,2.7855852,12.001203,39
Chocolate Milk,8.324742,9.192324,4
Choeurs Elisabeth Brasseur Georges Bizet Jean Fournet Leopold Simoneau Orchestre des Concerts Lamoureux Pierrette Alarie René Bianco Xavier Depraz,2.9147608,8.733363,3
Choeurs Elisabeth Brasseur Georges Bizet Jean Fournet Leopold Simoneau Orchestre des Concerts Lamoureux René Bianco,3.6967945,7.460521,3
Choi Sung-Soo,6.3220854,9.152765,19
Choking Victim,10.646937,12.060923,6
Choralschola der Wiener Hofburgkapelle Gregorian Chant Hubert Dopf S.J.,-2.1241264,11.730379,4
Chorus,2.4967442,12.132839,3
Chorus - Mulan Donny Osmond,8.536694,8.803809,3
Chorus - Sleeping Beauty,3.753475,8.163132,7
Chorus - The Hunchback Of Notre Dame Paul Kandel,6.0130057,5.8362303,3
Chris Botti,2.3262212,12.006112,3
Chris Brown,9.948083,10.561139,36
Chris Brown Joyner Lucas,13.392694,9.960288,3
Chris Brown T-Pain,9.842425,11.1060295,5
Chris Cagle,11.385994,11.970853,14
Chris Cornell,7.4024262,10.770475,11
Chris Isaak,7.030048,12.564484,28
Chris Janson,11.572508,11.714642,7
Chris Kimsey Peter Frampton,3.8450413,5.6784706,6
Chris Knight,8.50905,11.220492,8
Chris Lane,11.397677,12.122968,3
Chris LeDoux,8.763472,8.373438,41
Chris Montez,7.6398754,7.849184,13
Chris Rea,10.679776,8.369516,11
Chris Rice,4.7850313,9.1285925,7
Chris Squire,7.403655,8.98614,3
Chris Stapleton,8.421115,10.809258,28
Chris Tomlin,8.5624695,12.094504,20
Chris Webby,13.826765,10.141238,3
Chris Young,9.424026,11.013985,29
Chris de Burgh,6.527512,9.363799,8
Chrisette Michele,7.6411724,11.038515,3
Christian Death,9.855534,13.631329,10
Christian French,9.112903,10.210816,4
Christian Nodal,11.292312,7.351812,20
Christina Aguilera,9.887384,10.869093,37
Christina Perri,7.771896,11.431028,9
Christine Baranski Julie Walters Meryl Streep,10.47831,11.014881,3
Christine D'Clario,8.456295,12.03531,3
Christine McVie,11.600058,11.879341,3
Christoph Waltz Ernst H. Gombrich,5.216088,3.064381,109
Christophe Beck,-1.6573218,10.937705,3
Christopher Cross,8.179403,8.984341,25
Christopher Lynch,4.413281,8.829106,5
Christopher Wilde,10.674552,11.524885,3
Christopher Williams,11.271756,10.020103,4
Chromatics,2.3668294,11.988036,3
Chromeo,11.225892,11.287128,4
Chubby Checker,11.702837,8.572248,34
Chubby Jackson Big Band Gerry Mulligan,7.0932317,7.86686,9
Chuck Berry,8.834877,6.87089,110
Chuck Mangione,4.9773455,13.311613,15
Chuck Wicks,6.9683657,10.342468,3
Chuck Willis,7.5838804,7.3697743,6
Chuy Lizarraga y Su Banda Tierra Sinaloense,10.750981,7.1492405,4
Chœur et Orchestre de l'Opéra de Paris Elie Cohen Georges Thill Germaine Féraldy Ninon Vallin,3.289998,7.38533,38
Ciara,9.825906,10.753109,8
Cibo Matto,9.6651325,10.304027,3
Cigarettes After Sex,5.3883243,13.89535,10
Cilla Black,6.1425624,8.836499,3
Cinderella,9.64401,12.5867195,24
Circa Survive,9.723935,13.433169,7
Circle Jerks,9.89396,12.591681,19
Cisco Adler Shwayze,10.656904,9.743772,4
Cisco Houston,4.8134584,7.519785,38
Citizen Cope,10.328994,10.035458,7
City and Colour,6.1747594,9.66055,12
Clairo,8.653157,8.392919,7
Clan of Xymox,5.9400864,13.473352,8
Clannad,3.2263486,8.900293,9
Clara Jaione con Orchestra Armando Fragna,1.9785548,13.217253,6
Clarence Carter,8.92249,7.5914025,17
Clarence Williams' Blue Five,2.4136622,12.347508,6
Clark Terry Ernie Henry Sonny Rollins Thelonious Monk,2.4219487,11.879108,3
Clark Terry Oscar Peterson Trio,6.782624,7.7320495,10
Clark Terry Quartet Thelonious Monk,5.0634236,7.7651386,7
Classics IV Dennis Yost,6.586471,7.924657,6
Claude Barzotti,7.79728,9.650408,4
Claude Bolling,2.6861448,12.283934,3
Claude Debussy Claudio Arrau,-1.5598329,11.453521,19
Claude Debussy Ernest Ansermet Heinz Rehfuss L'Orchestre de la Suisse Romande Pierre Mollet,2.7697043,8.413207,3
Claude Debussy Ernest Ansermet Heinz Rehfuss L'Orchestre de la Suisse Romande Suzanne Danco,2.848645,8.308518,3
Claude Debussy Ernest Ansermet L'Orchestre de la Suisse Romande Pierre Mollet Suzanne Danco,3.1924663,8.631899,5
Claude Debussy Eugene Ormandy Philadelphia Orchestra,-2.2141407,11.071463,4
Claude Debussy Francis Poulenc Pierre Bernac,2.8728387,8.8228855,5
Claude Debussy Gaby Casadesus,-1.0937015,12.603872,4
Claude Debussy Gaby Casadesus Robert Casadesus,-1.6199496,11.967752,13
Claude Debussy Jascha Heifetz,-0.30849934,10.8319235,3
Claude Debussy Jean-Yves Thibaudet,-2.1089847,12.031543,3
